CPU		MEM		VSZ		DRS		RSS		USED		FREE		AVAILABLE	
0.000000		0.000000		0		0		0		1092104		5483824		6694196
	
0.000000		0.000000		0		0		0		1092320		5483608		6693980
	
0.000000		0.000000		0		0		0		1092912		5483016		6693388
	
0.000000		0.000000		0		0		0		1092704		5483252		6693596
	
0.000000		0.000000		0		0		0		1092756		5483200		6693544
	
0.000000		0.000000		0		0		0		1092752		5483188		6693548
	
0.000000		0.000000		0		0		0		1092580		5483360		6693720
	
0.000000		0.000000		0		0		0		1092584		5483356		6693716
	
0.000000		0.000000		0		0		0		1092452		5483488		6693848
	
0.000000		0.000000		0		0		0		1092364		5483576		6693936
	
0.000000		0.000000		0		0		0		1092504		5483436		6693796
	
0.000000		0.000000		0		0		0		1093072		5482868		6693228
	
0.000000		0.000000		0		0		0		1092472		5483468		6693828
	
0.000000		0.000000		0		0		0		1092548		5483392		6693752
	
0.000000		0.000000		0		0		0		1092772		5483168		6693528
	
0.000000		0.000000		0		0		0		1092824		5483116		6693476
	
0.000000		0.000000		0		0		0		1092872		5483068		6693428
	
0.000000		0.000000		0		0		0		1092816		5483108		6693484
	
0.000000		0.000000		0		0		0		1092472		5483452		6693828
	
0.000000		0.000000		0		0		0		1092340		5483584		6693960
	
0.000000		0.000000		0		0		0		1092924		5483000		6693376
	
0.000000		0.000000		0		0		0		1092744		5483180		6693556
	
0.000000		0.000000		0		0		0		1092916		5483008		6693384
	
0.000000		0.000000		0		0		0		1092828		5483096		6693472
	
0.000000		0.000000		0		0		0		1092804		5483132		6693496
	
0.000000		0.000000		0		0		0		1092416		5483520		6693884
	
0.000000		0.000000		0		0		0		1092520		5483416		6693780
	
0.000000		0.000000		0		0		0		1092948		5482988		6693352
	
0.000000		0.000000		0		0		0		1092692		5483244		6693608
	
0.000000		0.000000		0		0		0		1092712		5483224		6693588
	
0.000000		0.000000		0		0		0		1092492		5483444		6693808
	
0.000000		0.000000		0		0		0		1092492		5483444		6693808
	
0.000000		0.000000		0		0		0		1092492		5483444		6693808
	
0.000000		0.000000		0		0		0		1092728		5483208		6693572
	
0.000000		0.000000		0		0		0		1093036		5482900		6693264
	
0.000000		0.000000		0		0		0		1093360		5482576		6692940
	
0.000000		0.000000		0		0		0		1092668		5483268		6693632
	
0.000000		0.000000		0		0		0		1092680		5483256		6693620
	
0.000000		0.000000		0		0		0		1092556		5483380		6693744
	
0.000000		0.000000		0		0		0		1092740		5483180		6693560
	
0.000000		0.000000		0		0		0		1092396		5483524		6693904
	
0.000000		0.000000		0		0		0		1092440		5483480		6693860
	
0.000000		0.000000		0		0		0		1092584		5483336		6693716
	
0.000000		0.000000		0		0		0		1093104		5482816		6693196
	
0.000000		0.000000		0		0		0		1093212		5482708		6693088
	
0.000000		0.000000		0		0		0		1092772		5483148		6693528
	
0.000000		0.000000		0		0		0		1092980		5482940		6693320
	
0.000000		0.000000		0		0		0		1092728		5483192		6693572
	
0.000000		0.000000		0		0		0		1092948		5482968		6693352
	
0.000000		0.000000		0		0		0		1093008		5482908		6693292
	
0.000000		0.000000		0		0		0		1092952		5482932		6693348
	
0.000000		0.000000		0		0		0		1093200		5482684		6693100
	
0.000000		0.000000		0		0		0		1092960		5482992		6693340
	
0.000000		0.000000		0		0		0		1092912		5483040		6693388
	
0.000000		0.000000		0		0		0		1093124		5482828		6693176
	
0.000000		0.000000		0		0		0		1092836		5483116		6693464
	
0.000000		0.000000		0		0		0		1092812		5483140		6693488
	
0.000000		0.000000		0		0		0		1092868		5483084		6693432
	
0.000000		0.000000		0		0		0		1092664		5483288		6693636
	
0.000000		0.000000		0		0		0		1092580		5483372		6693720
	
0.000000		0.000000		0		0		0		1092904		5483048		6693396
	
0.000000		0.000000		0		0		0		1092688		5483264		6693612
	
0.000000		0.000000		0		0		0		1092944		5483008		6693356
	
0.000000		0.000000		0		0		0		1092960		5482992		6693340
	
0.000000		0.000000		0		0		0		1092556		5483348		6693744
	
0.000000		0.000000		0		0		0		1092656		5483248		6693644
	
0.000000		0.000000		0		0		0		1092684		5483220		6693616
	
0.000000		0.000000		0		0		0		1092820		5483076		6693480
	
0.000000		0.000000		0		0		0		1092708		5483188		6693592
	
0.000000		0.000000		0		0		0		1092680		5483212		6693620
	
0.000000		0.000000		0		0		0		1092584		5483308		6693716
	
0.000000		0.000000		0		0		0		1093052		5482840		6693248
	
0.000000		0.000000		0		0		0		1092764		5483128		6693536
	
0.000000		0.000000		0		0		0		1092248		5483644		6694052
	
0.000000		0.000000		0		0		0		1092328		5483564		6693972
	
0.000000		0.000000		0		0		0		1092700		5483192		6693600
	
0.000000		0.000000		0		0		0		1092700		5483192		6693600
	
0.000000		0.000000		0		0		0		1092528		5483364		6693772
	
0.000000		0.000000		0		0		0		1092716		5483176		6693584
	
0.000000		0.000000		0		0		0		1092800		5483092		6693500
	
0.000000		0.000000		0		0		0		1092736		5483156		6693564
	
0.000000		0.000000		0		0		0		1092844		5483048		6693456
	
0.000000		0.000000		0		0		0		1092892		5483000		6693408
	
0.000000		0.000000		0		0		0		1092728		5483164		6693572
	
0.000000		0.000000		0		0		0		1093196		5482696		6693104
	
0.000000		0.000000		0		0		0		1092680		5483212		6693620
	
0.000000		0.000000		0		0		0		1093348		5482544		6692952
	
0.000000		0.000000		0		0		0		1092564		5483328		6693736
	
0.000000		0.000000		0		0		0		1092564		5483328		6693736
	
0.000000		0.000000		0		0		0		1092772		5483120		6693528
	
0.000000		0.000000		0		0		0		1092600		5483292		6693700
	
0.000000		0.000000		0		0		0		1092840		5483052		6693460
	
0.000000		0.000000		0		0		0		1092880		5483012		6693420
	
0.000000		0.000000		0		0		0		1093044		5482848		6693256
	
0.000000		0.000000		0		0		0		1093044		5482848		6693256
	
0.000000		0.000000		0		0		0		1093196		5482696		6693104
	
0.000000		0.000000		0		0		0		1092800		5483092		6693500
	
0.000000		0.000000		0		0		0		1092636		5483256		6693664
	
0.000000		0.000000		0		0		0		1092868		5483024		6693432
	
0.000000		0.000000		0		0		0		1093176		5482716		6693124
	
0.000000		0.000000		0		0		0		1093020		5482916		6693280
	
0.000000		0.000000		0		0		0		1092856		5483080		6693444
	
0.000000		0.000000		0		0		0		1092476		5483460		6693824
	
0.000000		0.000000		0		0		0		1092556		5483380		6693744
	
0.000000		0.000000		0		0		0		1092548		5483388		6693752
	
0.000000		0.000000		0		0		0		1092952		5482984		6693348
	
0.000000		0.000000		0		0		0		1092788		5483148		6693512
	
0.000000		0.000000		0		0		0		1092616		5483320		6693684
	
0.000000		0.000000		0		0		0		1092896		5483040		6693404
	
0.000000		0.000000		0		0		0		1092208		5483728		6694092
	
0.000000		0.000000		0		0		0		1092420		5483516		6693880
	
0.000000		0.000000		0		0		0		1092248		5483688		6694052
	
0.000000		0.000000		0		0		0		1092692		5483208		6693608
	
0.000000		0.000000		0		0		0		1092664		5483236		6693636
	
0.000000		0.000000		0		0		0		1092664		5483236		6693636
	
0.000000		0.000000		0		0		0		1092576		5483324		6693724
	
0.000000		0.000000		0		0		0		1092516		5483384		6693784
	
0.000000		0.000000		0		0		0		1092964		5482936		6693336
	
0.000000		0.000000		0		0		0		1093124		5482776		6693176
	
0.000000		0.000000		0		0		0		1092992		5482908		6693308
	
0.000000		0.000000		0		0		0		1092876		5483024		6693424
	
0.000000		0.000000		0		0		0		1092876		5483024		6693424
	
0.000000		0.000000		0		0		0		1092920		5482980		6693380
	
0.000000		0.000000		0		0		0		1092996		5482904		6693304
	
0.000000		0.000000		0		0		0		1093056		5482788		6693244
	
0.000000		0.000000		0		0		0		1092796		5483048		6693504
	
0.000000		0.000000		0		0		0		1092624		5483220		6693676
	
0.000000		0.000000		0		0		0		1093100		5482744		6693200
	
0.000000		0.000000		0		0		0		1092756		5483088		6693544
	
0.000000		0.000000		0		0		0		1092668		5483176		6693632
	
0.000000		0.000000		0		0		0		1092632		5483212		6693668
	
0.000000		0.000000		0		0		0		1093080		5482764		6693220
	
0.000000		0.000000		0		0		0		1092548		5483296		6693752
	
0.000000		0.000000		0		0		0		1092596		5483248		6693704
	
0.000000		0.000000		0		0		0		1092628		5483216		6693672
	
0.000000		0.000000		0		0		0		1092844		5483000		6693456
	
0.000000		0.000000		0		0		0		1092808		5483036		6693492
	
0.000000		0.000000		0		0		0		1092652		5483184		6693648
	
0.000000		0.000000		0		0		0		1092376		5483452		6693916
	
0.000000		0.000000		0		0		0		1092892		5482936		6693400
	
0.000000		0.000000		0		0		0		1092520		5483308		6693772
	
0.000000		0.000000		0		0		0		1092572		5483256		6693728
	
0.000000		0.000000		0		0		0		1092452		5483376		6693848
	
0.000000		0.000000		0		0		0		1092696		5483132		6693604
	
0.000000		0.000000		0		0		0		1093232		5482596		6693068
	
0.000000		0.000000		0		0		0		1092684		5483140		6693616
	
0.000000		0.000000		0		0		0		1093028		5482796		6693272
	
0.000000		0.000000		0		0		0		1092652		5483172		6693648
	
0.000000		0.000000		0		0		0		1092700		5483124		6693600
	
0.000000		0.000000		0		0		0		1092856		5482960		6693444
	
0.000000		0.000000		0		0		0		1093180		5482636		6693120
	
0.000000		0.000000		0		0		0		1092892		5482924		6693408
	
0.000000		0.000000		0		0		0		1093188		5482628		6693112
	
0.000000		0.000000		0		0		0		1093052		5482764		6693248
	
0.000000		0.000000		0		0		0		1092896		5482920		6693404
	
0.000000		0.000000		0		0		0		1093024		5482792		6693276
	
0.000000		0.000000		0		0		0		1092432		5483384		6693868
	
0.000000		0.000000		0		0		0		1092948		5482868		6693352
	
0.000000		0.000000		0		0		0		1092644		5483172		6693656
	
0.000000		0.000000		0		0		0		1093112		5482704		6693188
	
0.000000		0.000000		0		0		0		1092784		5483032		6693516
	
0.000000		0.000000		0		0		0		1092748		5483068		6693552
	
0.000000		0.000000		0		0		0		1092576		5483240		6693724
	
0.000000		0.000000		0		0		0		1092692		5483124		6693608
	
0.000000		0.000000		0		0		0		1092520		5483296		6693780
	
0.000000		0.000000		0		0		0		1092824		5482992		6693476
	
0.000000		0.000000		0		0		0		1092996		5482820		6693304
	
0.000000		0.000000		0		0		0		1092692		5483124		6693608
	
0.000000		0.000000		0		0		0		1092756		5483060		6693544
	
0.000000		0.000000		0		0		0		1092584		5483232		6693716
	
0.000000		0.000000		0		0		0		1092804		5483012		6693496
	
0.000000		0.000000		0		0		0		1093168		5482648		6693132
	
0.000000		0.000000		0		0		0		1093088		5482728		6693212
	
0.000000		0.000000		0		0		0		1092656		5483156		6693644
	
0.000000		0.000000		0		0		0		1092960		5482852		6693340
	
0.000000		0.000000		0		0		0		1092856		5482956		6693444
	
0.000000		0.000000		0		0		0		1093036		5482776		6693264
	
0.000000		0.000000		0		0		0		1092692		5483120		6693608
	
0.000000		0.000000		0		0		0		1092872		5482940		6693428
	
0.000000		0.000000		0		0		0		1092872		5482940		6693428
	
0.000000		0.000000		0		0		0		1092528		5483284		6693772
	
0.000000		0.000000		0		0		0		1092960		5482852		6693340
	
0.000000		0.000000		0		0		0		1093008		5482804		6693292
	
0.000000		0.000000		0		0		0		1092740		5483072		6693560
	
0.000000		0.000000		0		0		0		1093084		5482728		6693216
	
0.000000		0.000000		0		0		0		1092836		5482976		6693464
	
0.000000		0.000000		0		0		0		1092584		5483228		6693716
	
0.000000		0.000000		0		0		0		1092684		5483128		6693616
	
0.000000		0.000000		0		0		0		1092816		5482996		6693484
	
0.000000		0.000000		0		0		0		1092556		5483256		6693744
	
0.000000		0.000000		0		0		0		1092292		5483520		6694008
	
0.000000		0.000000		0		0		0		1092792		5483020		6693508
	
0.000000		0.000000		0		0		0		1092508		5483272		6693792
	
0.000000		0.000000		0		0		0		1092692		5483088		6693608
	
0.000000		0.000000		0		0		0		1092676		5483104		6693624
	
0.000000		0.000000		0		0		0		1092892		5482888		6693408
	
0.000000		0.000000		0		0		0		1093224		5482604		6693076
	
0.000000		0.000000		0		0		0		1092712		5483116		6693588
	
0.000000		0.000000		0		0		0		1091972		5483856		6694328
	
0.000000		0.000000		0		0		0		1091700		5484128		6694600
	
0.000000		0.000000		0		0		0		1091868		5483960		6694432
	
0.000000		0.000000		0		0		0		1091824		5484004		6694476
	
0.000000		0.000000		0		0		0		1091968		5483892		6694332
	
0.000000		0.000000		0		0		0		1092232		5483628		6694068
	
0.000000		0.000000		0		0		0		1091980		5483880		6694320
	
0.000000		0.000000		0		0		0		1092064		5483796		6694236
	
0.000000		0.000000		0		0		0		1091956		5483904		6694344
	
0.000000		0.000000		0		0		0		1092044		5483816		6694256
	
0.000000		0.000000		0		0		0		1092120		5483720		6694172
	
0.000000		0.000000		0		0		0		1092204		5483636		6694088
	
0.000000		0.000000		0		0		0		1091952		5483888		6694340
	
0.000000		0.000000		0		0		0		1091780		5484060		6694512
	
0.000000		0.000000		0		0		0		1092112		5483728		6694180
	
0.000000		0.000000		0		0		0		1091840		5484000		6694452
	
0.000000		0.000000		0		0		0		1092000		5483840		6694292
	
0.000000		0.000000		0		0		0		1091648		5484192		6694644
	
0.000000		0.000000		0		0		0		1092140		5483700		6694152
	
0.000000		0.000000		0		0		0		1092204		5483636		6694088
	
0.000000		0.000000		0		0		0		1092204		5483636		6694088
	
0.000000		0.000000		0		0		0		1092296		5483592		6693996
	
0.000000		0.000000		0		0		0		1092284		5483584		6694016
	
0.000000		0.000000		0		0		0		1092476		5483392		6693824
	
0.000000		0.000000		0		0		0		1092500		5483368		6693800
	
0.000000		0.000000		0		0		0		1092156		5483712		6694144
	
0.000000		0.000000		0		0		0		1092348		5483520		6693952
	
0.000000		0.000000		0		0		0		1092200		5483668		6694100
	
0.000000		0.000000		0		0		0		1092196		5483672		6694104
	
0.000000		0.000000		0		0		0		1092280		5483588		6694020
	
0.000000		0.000000		0		0		0		1092372		5483496		6693928
	
0.000000		0.000000		0		0		0		1092208		5483660		6694092
	
0.000000		0.000000		0		0		0		1092300		5483568		6694000
	
0.000000		0.000000		0		0		0		1092380		5483488		6693920
	
0.000000		0.000000		0		0		0		1092212		5483616		6694088
	
0.000000		0.000000		0		0		0		1092440		5483388		6693860
	
0.000000		0.000000		0		0		0		1092672		5483156		6693628
	
0.000000		0.000000		0		0		0		1092040		5483788		6694260
	
0.000000		0.000000		0		0		0		1091984		5483844		6694316
	
0.000000		0.000000		0		0		0		1091884		5483976		6694416
	
0.000000		0.000000		0		0		0		1092340		5483520		6693960
	
0.000000		0.000000		0		0		0		1092168		5483692		6694132
	
0.000000		0.000000		0		0		0		1092168		5483692		6694132
	
0.000000		0.000000		0		0		0		1092340		5483520		6693960
	
0.000000		0.000000		0		0		0		1092168		5483692		6694132
	
0.000000		0.000000		0		0		0		1091996		5483864		6694304
	
0.000000		0.000000		0		0		0		1092100		5483780		6694200
	
0.000000		0.000000		0		0		0		1091980		5483856		6694320
	
0.000000		0.000000		0		0		0		1092152		5483684		6694148
	
0.000000		0.000000		0		0		0		1091988		5483848		6694312
	
0.000000		0.000000		0		0		0		1092104		5483732		6694196
	
0.000000		0.000000		0		0		0		1091932		5483904		6694368
	
0.000000		0.000000		0		0		0		1092012		5483824		6694288
	
0.000000		0.000000		0		0		0		1092012		5483824		6694288
	
0.000000		0.000000		0		0		0		1092012		5483824		6694288
	
0.000000		0.000000		0		0		0		1092276		5483560		6694024
	
0.000000		0.000000		0		0		0		1092064		5483772		6694236
	
0.000000		0.000000		0		0		0		1092104		5483732		6694196
	
0.000000		0.000000		0		0		0		1092104		5483732		6694196
	
0.000000		0.000000		0		0		0		1092048		5483788		6694252
	
0.000000		0.000000		0		0		0		1092080		5483756		6694220
	
0.000000		0.000000		0		0		0		1092232		5483604		6694068
	
0.000000		0.000000		0		0		0		1092184		5483652		6694116
	
0.000000		0.000000		0		0		0		1091776		5484060		6694524
	
0.000000		0.000000		0		0		0		1092300		5483536		6694000
	
0.000000		0.000000		0		0		0		1092392		5483444		6693908
	
0.000000		0.000000		0		0		0		1092008		5483828		6694292
	
0.000000		0.000000		0		0		0		1092260		5483576		6694040
	
0.000000		0.000000		0		0		0		1091468		5484368		6694832
	
0.000000		0.000000		0		0		0		1091956		5483880		6694344
	
0.000000		0.000000		0		0		0		1091964		5483872		6694336
	
0.000000		0.000000		0		0		0		1092076		5483776		6694224
	
0.000000		0.000000		0		0		0		1091756		5484096		6694544
	
0.000000		0.000000		0		0		0		1091764		5484088		6694536
	
0.000000		0.000000		0		0		0		1091972		5483880		6694328
	
0.000000		0.000000		0		0		0		1092304		5483548		6693996
	
0.000000		0.000000		0		0		0		1092236		5483616		6694064
	
0.000000		0.000000		0		0		0		1092372		5483480		6693928
	
0.000000		0.000000		0		0		0		1092216		5483636		6694084
	
0.000000		0.000000		0		0		0		1092176		5483676		6694124
	
0.000000		0.000000		0		0		0		1092296		5483556		6694004
	
0.000000		0.000000		0		0		0		1092404		5483448		6693896
	
0.000000		0.000000		0		0		0		1092408		5483444		6693892
	
0.000000		0.000000		0		0		0		1091800		5484032		6694500
	
0.000000		0.000000		0		0		0		1091992		5483832		6694300
	
0.000000		0.000000		0		0		0		1091984		5483840		6694308
	
0.000000		0.000000		0		0		0		1091528		5484296		6694764
	
0.000000		0.000000		0		0		0		1091764		5484056		6694528
	
0.000000		0.000000		0		0		0		1092160		5483660		6694132
	
0.000000		0.000000		0		0		0		1091860		5483960		6694432
	
0.000000		0.000000		0		0		0		1091604		5484216		6694688
	
0.000000		0.000000		0		0		0		1091924		5483896		6694376
	
0.000000		0.000000		0		0		0		1091756		5484104		6694544
	
0.000000		0.000000		0		0		0		1091864		5483996		6694436
	
0.000000		0.000000		0		0		0		1092084		5483776		6694216
	
0.000000		0.000000		0		0		0		1092044		5483816		6694256
	
0.000000		0.000000		0		0		0		1093036		5482824		6693264
	
0.000000		0.000000		0		0		0		1092256		5483604		6694044
	
0.000000		0.000000		0		0		0		1092164		5483696		6694136
	
0.000000		0.000000		0		0		0		1092488		5483372		6693812
	
0.000000		0.000000		0		0		0		1091964		5483896		6694336
	
0.000000		0.000000		0		0		0		1091732		5484160		6694568
	
0.000000		0.000000		0		0		0		1091692		5484200		6694608
	
0.000000		0.000000		0		0		0		1091800		5484092		6694500
	
0.000000		0.000000		0		0		0		1091880		5484012		6694420
	
0.000000		0.000000		0		0		0		1091872		5484020		6694428
	
0.000000		0.000000		0		0		0		1092112		5483808		6694188
	
0.000000		0.000000		0		0		0		1091984		5483936		6694316
	
0.000000		0.000000		0		0		0		1092100		5483820		6694200
	
0.000000		0.000000		0		0		0		1092240		5483680		6694060
	
0.000000		0.000000		0		0		0		1092332		5483588		6693968
	
0.000000		0.000000		0		0		0		1092200		5483720		6694100
	
0.000000		0.000000		0		0		0		1092224		5483696		6694076
	
0.000000		0.000000		0		0		0		1091880		5484040		6694420
	
0.000000		0.000000		0		0		0		1091948		5483972		6694352
	
0.000000		0.000000		0		0		0		1091776		5484144		6694524
	
0.000000		0.000000		0		0		0		1091868		5484052		6694432
	
0.000000		0.000000		0		0		0		1092120		5483800		6694180
	
0.000000		0.000000		0		0		0		1091948		5483972		6694352
	
